antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,itemset_size
"frozenset({'KEY FOB , BACK DOOR', 'KEY FOB , GARAGE DESIGN'})","frozenset({'KEY FOB , SHED'})",0.012271689497716894,0.02254566210045662,0.010901826484018265,0.8883720930232558,39.403238151309985,1.0,0.010625153119201017,8.756361777016743,0.9867302220252294,0.45584725536992843,0.8857973179426244,0.6859581984103621,3
"frozenset({'KEY FOB , SHED', 'KEY FOB , GARAGE DESIGN'})","frozenset({'KEY FOB , BACK DOOR'})",0.014212328767123288,0.019691780821917807,0.010901826484018265,0.7670682730923695,38.95372795529946,1.0,0.010621960420967035,4.208564596126594,0.9883756355795403,0.47394540942928043,0.7623892951719542,0.6603457307490833,3
"frozenset({'KEY FOB , BACK DOOR'})","frozenset({'KEY FOB , SHED', 'KEY FOB , GARAGE DESIGN'})",0.019691780821917807,0.014212328767123288,0.010901826484018265,0.5536231884057972,38.95372795529946,1.0,0.010621960420967035,2.208420432307419,0.9939001806168408,0.47394540942928043,0.5471876707121514,0.6603457307490833,3
"frozenset({'KEY FOB , GARAGE DESIGN'})","frozenset({'KEY FOB , SHED'})",0.017636986301369863,0.02254566210045662,0.014212328767123288,0.8058252427184466,35.74191962639794,1.0,0.013814691233502222,5.033889840182648,0.9894729694444504,0.5472527472527473,0.801346467295018,0.7181024947769448,2
"frozenset({'KEY FOB , SHED'})","frozenset({'KEY FOB , GARAGE DESIGN'})",0.02254566210045662,0.017636986301369863,0.014212328767123288,0.6303797468354431,35.74191962639794,1.0,0.013814691233502222,2.6577629480202667,0.9944420015829742,0.5472527472527473,0.6237437199789067,0.7181024947769448,2
"frozenset({'KEY FOB , GARAGE DESIGN'})","frozenset({'KEY FOB , BACK DOOR'})",0.017636986301369863,0.019691780821917807,0.012271689497716894,0.6957928802588996,35.33417757140847,1.0,0.011924385829111152,3.2225025502768867,0.9891443141419833,0.48974943052391795,0.6896821695566766,0.6594906430280005,2
"frozenset({'KEY FOB , BACK DOOR'})","frozenset({'KEY FOB , GARAGE DESIGN'})",0.019691780821917807,0.017636986301369863,0.012271689497716894,0.6231884057971014,35.33417757140847,1.0,0.011924385829111152,2.607040305584826,0.9912176297349446,0.48974943052391795,0.6164232682334099,0.6594906430280005,2
frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.017579908675799085,0.017751141552511417,0.010787671232876713,0.6136363636363638,34.568839520608016,1.0,0.01047560778549238,2.5422911630405594,0.9884490579354628,0.43953488372093036,0.6066540235289147,0.6106767027185034,2
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX'}),0.017751141552511417,0.017579908675799085,0.010787671232876713,0.6077170418006431,34.568839520608016,1.0,0.01047560778549238,2.504365970506775,0.9886213716767497,0.43953488372093036,0.600697337459172,0.6106767027185034,2
"frozenset({'KEY FOB , BACK DOOR'})","frozenset({'KEY FOB , SHED'})",0.019691780821917807,0.02254566210045662,0.014611872146118721,0.7420289855072464,32.912272977435336,1.0,0.014167907909551511,3.789008388486994,0.9890932041484716,0.5289256198347108,0.7360787051729609,0.6950651256650155,2
"frozenset({'KEY FOB , SHED'})","frozenset({'KEY FOB , BACK DOOR'})",0.02254566210045662,0.019691780821917807,0.014611872146118721,0.6481012658227848,32.912272977435336,1.0,0.014167907909551511,2.7857679609736867,0.9919810675182482,0.5289256198347108,0.6410325576253386,0.6950651256650155,2
frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),0.021175799086757992,0.019748858447488585,0.01358447488584475,0.6415094339622641,32.48336786999673,1.0,0.013166277027167907,2.7343847632780576,0.9901829295482844,0.49686847599164924,0.6342870200896045,0.6646853528192823,2
frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),0.019748858447488585,0.021175799086757992,0.01358447488584475,0.6878612716763005,32.48336786999673,1.0,0.013166277027167907,3.135862717740571,0.9887415313161483,0.49686847599164924,0.6811084891112476,0.6646853528192823,2
"frozenset({'KEY FOB , FRONT  DOOR'})","frozenset({'KEY FOB , SHED'})",0.014155251141552512,0.02254566210045662,0.01021689497716895,0.7217741935483871,32.01388321763986,1.0,0.009897755467984404,3.5131692144795186,0.9826735427378183,0.3857758620689656,0.7153567223922769,0.5874693752552063,2
"frozenset({'KEY FOB , SHED'})","frozenset({'KEY FOB , FRONT  DOOR'})",0.02254566210045662,0.014155251141552512,0.01021689497716895,0.4531645569620254,32.01388321763986,1.0,0.009897755467984404,1.8028179435142908,0.991108755046283,0.3857758620689656,0.44531282063308736,0.5874693752552063,2
frozenset({'KITCHEN METAL SIGN'}),"frozenset({'BATHROOM METAL SIGN', 'TOILET METAL SIGN'})",0.01780821917808219,0.019292237442922376,0.010616438356164383,0.5961538461538461,30.901228948566224,1.0,0.010272877963345218,2.4284192215699063,0.9851831856150928,0.4008620689655171,0.5882094857767073,0.5732248520710059,3
"frozenset({'BATHROOM METAL SIGN', 'TOILET METAL SIGN'})",frozenset({'KITCHEN METAL SIGN'}),0.019292237442922376,0.01780821917808219,0.010616438356164383,0.5502958579881656,30.901228948566224,1.0,0.010272877963345218,2.184084354722422,0.9866739761415735,0.4008620689655171,0.5421422264035717,0.5732248520710059,3
frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET'}),0.021175799086757992,0.021974885844748857,0.014098173515981735,0.6657681940700808,30.296776000280044,1.0,0.013632837748378892,2.9261880431580494,0.9879130356156791,0.4852652259332023,0.65825846280174,0.6536633178142612,2
frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),0.021974885844748857,0.021175799086757992,0.014098173515981735,0.6415584415584416,30.29677600028004,1.0,0.013632837748378892,2.7307776619681023,0.9887202012123303,0.4852652259332023,0.6338039475248641,0.6536633178142612,2
frozenset({'TOILET METAL SIGN'}),"frozenset({'BATHROOM METAL SIGN', 'KITCHEN METAL SIGN'})",0.02408675799086758,0.014611872146118721,0.010616438356164383,0.44075829383886256,30.164395734597157,1.0,0.010264485727987323,1.7620075845522793,0.9907113578020194,0.3780487804878048,0.43246555306168166,0.5836603969194313,3
"frozenset({'BATHROOM METAL SIGN', 'KITCHEN METAL SIGN'})",frozenset({'TOILET METAL SIGN'}),0.014611872146118721,0.02408675799086758,0.010616438356164383,0.7265625,30.164395734597157,1.0,0.010264485727987323,3.569054142204827,0.9811852870539229,0.3780487804878048,0.7198137209030296,0.5836603969194313,3
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),0.021404109589041095,0.023002283105022833,0.014668949771689498,0.6853333333333333,29.79414392059553,1.0,0.014176606383311441,3.104865625725563,0.9875745103846455,0.4932821497120921,0.6779248700122685,0.6615252274607113,2
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.023002283105022833,0.021404109589041095,0.014668949771689498,0.6377171215880892,29.79414392059553,1.0,0.014176606383311441,2.7011927659973725,0.9891899854264619,0.4932821497120921,0.6297931741162627,0.6615252274607113,2
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.02089041095890411,0.021404109589041095,0.013127853881278538,0.628415300546448,29.359562841530053,1.0,0.01268071323575405,2.6335742344883153,0.9865489605669359,0.4500978473581213,0.6202879011708236,0.6208743169398907,2
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.021404109589041095,0.02089041095890411,0.013127853881278538,0.6133333333333333,29.35956284153005,1.0,0.01268071323575405,2.5321799716580062,0.9870668340370496,0.4500978473581213,0.605083362481054,0.6208743169398907,2
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),0.02089041095890411,0.023002283105022833,0.013356164383561644,0.639344262295082,27.79481755684823,1.0,0.01287563723650466,2.7089482150269824,0.984590571683961,0.43738317757009343,0.6308530394000021,0.6099947117927023,2
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.023002283105022833,0.02089041095890411,0.013356164383561644,0.5806451612903226,27.79481755684823,1.0,0.01287563723650466,2.334799789251844,0.9867188564974392,0.43738317757009343,0.5716977513003645,0.6099947117927023,2
frozenset({'TOILET METAL SIGN'}),frozenset({'KITCHEN METAL SIGN'}),0.02408675799086758,0.01780821917808219,0.011815068493150685,0.490521327014218,27.544659132336857,1.0,0.011386126227559893,1.9278368907295318,0.9874805257331565,0.3927893738140418,0.48128391732270454,0.5769914327378782,2
frozenset({'KITCHEN METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.01780821917808219,0.02408675799086758,0.011815068493150685,0.6634615384615384,27.544659132336857,1.0,0.011386126227559893,2.899856490541422,0.9811681792762382,0.3927893738140418,0.6551553488037287,0.5769914327378782,2
frozenset({'EDWARDIAN PARASOL RED'}),frozenset({'EDWARDIAN PARASOL BLACK'}),0.018093607305936073,0.026027397260273973,0.012671232876712329,0.7003154574132492,26.906857047982733,1.0,0.012200303371489335,3.2499927901946646,0.9805769264003293,0.4029038112522687,0.6923070097210575,0.5935787813382035,2
frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'EDWARDIAN PARASOL RED'}),0.026027397260273973,0.018093607305936073,0.012671232876712329,0.4868421052631579,26.906857047982733,1.0,0.012200303371489335,1.913458611403817,0.9885645138809696,0.4029038112522687,0.477386135221213,0.5935787813382035,2
frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET'}),0.019748858447488585,0.021974885844748857,0.01141552511415525,0.5780346820809248,26.304331506643642,1.0,0.010981546204207585,2.31778554450491,0.9813642715733086,0.3766478342749529,0.5685536988653518,0.5487576007807221,2
frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),0.021974885844748857,0.019748858447488585,0.01141552511415525,0.5194805194805194,26.304331506643642,1.0,0.010981546204207585,2.039982105393064,0.9835978990370586,0.3766478342749529,0.5097996215965239,0.5487576007807221,2
frozenset({'FELTCRAFT DOLL ROSIE'}),frozenset({'FELTCRAFT DOLL EMILY'}),0.023002283105022833,0.01872146118721461,0.010844748858447488,0.4714640198511166,25.183078133510865,1.0,0.010414112508079481,1.856597423199777,0.9828997334136885,0.35120147874306834,0.4613802715095139,0.5253661562670218,2
frozenset({'FELTCRAFT DOLL EMILY'}),frozenset({'FELTCRAFT DOLL ROSIE'}),0.01872146118721461,0.023002283105022833,0.010844748858447488,0.5792682926829269,25.183078133510865,1.0,0.010414112508079481,2.322139501025743,0.9786118390438638,0.35120147874306834,0.5693626504530513,0.5253661562670218,2
frozenset({'CERAMIC HEART FAIRY CAKE MONEY BANK'}),frozenset({'CERAMIC STRAWBERRY CAKE MONEY BANK'}),0.01843607305936073,0.02288812785388128,0.010388127853881279,0.563467492260062,24.618330335152834,1.0,0.009966160656575134,2.238348473072315,0.9773992652692425,0.33579335793357934,0.5532420389272905,0.508666414459208,2
frozenset({'CERAMIC STRAWBERRY CAKE MONEY BANK'}),frozenset({'CERAMIC HEART FAIRY CAKE MONEY BANK'}),0.02288812785388128,0.01843607305936073,0.010388127853881279,0.4538653366583541,24.61833033515283,1.0,0.009966160656575134,1.7972928525260106,0.9818526295248067,0.33579335793357934,0.44360764658105273,0.508666414459208,2
"frozenset({'KITCHEN METAL SIGN', 'TOILET METAL SIGN'})",frozenset({'BATHROOM METAL SIGN'}),0.011815068493150685,0.03670091324200913,0.010616438356164383,0.8985507246376812,24.483061735073367,1.0,0.010182814552448865,9.495376712328767,0.9706234174208082,0.28012048192771083,0.8946855895983986,0.5939098879798048,3
frozenset({'BATHROOM METAL SIGN'}),"frozenset({'KITCHEN METAL SIGN', 'TOILET METAL SIGN'})",0.03670091324200913,0.011815068493150685,0.010616438356164383,0.2892690513219285,24.483061735073367,1.0,0.010182814552448865,1.3903783609604028,0.9956984787466049,0.28012048192771083,0.2807713151481654,0.5939098879798048,3
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.03287671232876712,0.014840182648401826,0.011872146118721462,0.36111111111111116,24.33333333333334,1.0,0.011384249702883594,1.5419892793329364,0.991501416430595,0.33121019108280264,0.35148706064117424,0.5805555555555556,3
"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.014840182648401826,0.03287671232876712,0.011872146118721462,0.8,24.333333333333336,1.0,0.011384249702883594,4.8356164383561655,0.9733487833140209,0.33121019108280264,0.7932011331444759,0.5805555555555556,3
frozenset({'FELTCRAFT DOLL ROSIE'}),frozenset({'FELTCRAFT DOLL MOLLY'}),0.023002283105022833,0.021575342465753426,0.011643835616438357,0.5062034739454094,23.46212926858088,1.0,0.011147553480953275,1.9814328491773938,0.9799184848911814,0.3535528596187175,0.49531471610801386,0.5229430068139745,2
frozenset({'FELTCRAFT DOLL MOLLY'}),frozenset({'FELTCRAFT DOLL ROSIE'}),0.021575342465753426,0.023002283105022833,0.011643835616438357,0.5396825396825397,23.462129268580878,1.0,0.011147553480953275,2.1224433160132263,0.9784893656447528,0.3535528596187175,0.5288448966079392,0.5229430068139745,2
frozenset({'BATHROOM METAL SIGN'}),frozenset({'KITCHEN METAL SIGN'}),0.03670091324200913,0.01780821917808219,0.014611872146118721,0.39813374805598756,22.35674123699007,1.0,0.013958294239069243,1.6319103748539876,0.991665802571547,0.3662374821173104,0.38722124976411565,0.6093232842844041,2
frozenset({'KITCHEN METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.01780821917808219,0.03670091324200913,0.014611872146118721,0.8205128205128205,22.35674123699007,1.0,0.013958294239069243,5.36695205479452,0.9725908734309623,0.3662374821173104,0.8136745046740899,0.6093232842844041,2
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.024029680365296804,0.021232876712328767,0.011244292237442922,0.4679334916864608,22.038157995555895,1.0,0.010734072996809908,1.8395578522504892,0.9781282664732672,0.3305369127516779,0.45639111117021186,0.49875169207978953,2
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER UNION JACK'}),0.021232876712328767,0.024029680365296804,0.011244292237442922,0.5295698924731183,22.038157995555895,1.0,0.010734072996809908,2.074634050880626,0.9753332883383715,0.3305369127516779,0.5179872809011656,0.49875169207978953,2
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.02408675799086758,0.03670091324200913,0.019292237442922376,0.8009478672985783,21.82364951021943,1.0,0.018408231427618275,4.839431126331813,0.9777284584999387,0.4649243466299864,0.7933641426243462,0.6633044157643747,2
frozenset({'BATHROOM METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.03670091324200913,0.02408675799086758,0.019292237442922376,0.5256609642301712,21.82364951021943,1.0,0.018408231427618275,2.057417097088106,0.9905315626848344,0.4649243466299864,0.5139536842503567,0.6633044157643747,2
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",0.03287671232876712,0.017865296803652966,0.012785388127853882,0.38888888888888895,21.76783812566561,1.0,0.012198035904172141,1.6071295143212951,0.9864933225414813,0.33684210526315794,0.3777726119215049,0.5522719204827832,3
"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.017865296803652966,0.03287671232876712,0.012785388127853882,0.7156549520766774,21.767838125665605,1.0,0.012198035904172141,3.401231337540404,0.9714152877981552,0.33684210526315794,0.705988831467386,0.5522719204827832,3
"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.016894977168949773,0.03732876712328767,0.012785388127853882,0.7567567567567568,20.27274981403422,1.0,0.012154719459560894,3.957648401826485,0.967010317828943,0.3085399449035813,0.7473246992990856,0.5496322010083479,3
frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE'})",0.03732876712328767,0.016894977168949773,0.012785388127853882,0.3425076452599389,20.272749814034217,1.0,0.012154719459560894,1.4952341510035045,0.9875362097880775,0.3085399449035813,0.33120842690165636,0.5496322010083479,3
frozenset({'SMALL POPCORN HOLDER'}),frozenset({'LARGE POPCORN HOLDER'}),0.03527397260273973,0.019178082191780823,0.013641552511415526,0.38673139158576053,20.165279704114656,1.0,0.012965065365609558,1.5993349477717136,0.9851603311038925,0.33426573426573425,0.374740105946376,0.5490204576976422,2
frozenset({'LARGE POPCORN HOLDER'}),frozenset({'SMALL POPCORN HOLDER'}),0.019178082191780823,0.03527397260273973,0.013641552511415526,0.7113095238095238,20.165279704114656,1.0,0.012965065365609558,3.3417313938709228,0.9689932446646875,0.33426573426573425,0.7007539259935427,0.5490204576976422,2
frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",0.03732876712328767,0.015810502283105023,0.011872146118721462,0.3180428134556575,20.115920908819927,1.0,0.011281959560893225,1.4431837029301553,0.987136729332567,0.2876901798063624,0.30708751909430604,0.5344726702657349,3
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.015810502283105023,0.03732876712328767,0.011872146118721462,0.7509025270758123,20.115920908819927,1.0,0.011281959560893225,3.8646366885050627,0.9655540263830584,0.2876901798063624,0.7412434646251768,0.5344726702657349,3
frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'EDWARDIAN PARASOL NATURAL'}),0.026027397260273973,0.025799086757990867,0.013356164383561644,0.5131578947368421,19.89054494643689,1.0,0.012684681303559143,2.0010613353079107,0.9751042831211607,0.34718100890207715,0.5002651930975788,0.5154285048905449,2
frozenset({'EDWARDIAN PARASOL NATURAL'}),frozenset({'EDWARDIAN PARASOL BLACK'}),0.025799086757990867,0.026027397260273973,0.013356164383561644,0.5176991150442478,19.89054494643689,1.0,0.012684681303559143,2.019429433203469,0.9748757609081022,0.34718100890207715,0.5048106244476805,0.5154285048905449,2
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.025513698630136986,0.02226027397260274,0.010844748858447488,0.4250559284116331,19.094820168645672,1.0,0.010276806936886219,1.7005823250359788,0.9724403259070185,0.2936630602782071,0.41196613343676663,0.45611770779556016,2
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SKULLS'}),0.02226027397260274,0.025513698630136986,0.010844748858447488,0.48717948717948717,19.094820168645672,1.0,0.010276806936886219,1.900248287671233,0.9692045349801824,0.2936630602782071,0.4737529792880346,0.45611770779556016,2
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.02773972602739726,0.02226027397260274,0.011700913242009132,0.42181069958847733,18.94903450459006,1.0,0.011083419340714329,1.6910373909228293,0.9742523561198978,0.30551415797317427,0.4086470202446073,0.47372586261475147,2
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.02226027397260274,0.02773972602739726,0.011700913242009132,0.5256410256410257,18.94903450459006,1.0,0.011083419340714329,2.0496297667530543,0.9687924479945325,0.30551415797317427,0.5121070077040489,0.47372586261475147,2
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.028881278538812786,0.029965753424657533,0.01632420091324201,0.5652173913043479,18.86211180124224,1.0,0.015458751641959093,2.231078767123288,0.9751471638740948,0.3838926174496645,0.5517863310180744,0.5549896480331263,2
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.029965753424657533,0.028881278538812786,0.01632420091324201,0.5447619047619048,18.862111801242236,1.0,0.015458751641959093,2.1332105806155788,0.9762373548781317,0.3838926174496645,0.5312230264152211,0.5549896480331263,2
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.029851598173515983,0.029965753424657533,0.016837899543378994,0.5640535372848948,18.823272329964492,1.0,0.015943373913179456,2.225122416486421,0.976009724547602,0.39176626826029215,0.5505865238735721,0.5629791495948284,2
